FHDI_Food_ID,Food_Name,Scientific_Name,Common_Name,Description,Group,Subgroup,ITIS_ID,FoodB_ID,DTU_ID,Taxonomy_ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Drug homologous food
F00159,Black Mulberry,Morus nigra,NA,"Morus nigra, the black mulberry, is a species of flowering plant in the family Moraceae, native to southwestern Asia, where it has been cultivated for so long that its precise natural range is unknown. The edible fruit is dark purple, almost black, when ripe, 2-3 centimetres (0.8-1.2 in) long, a compound cluster of several small drupes; it is richly flavoured, similar to the red mulberry (Morus rubra) but unlike the more insipid fruit of the white mulberry (Morus alba).",Fruits,Berries,19069,FOOD00117,NA,85232,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Moraceae,Morus,"Black mulberry summer fruit ripening and harvesting, can be used to make jam, jelly, syrup and so on."
F00160,Flaxseed,Linum usitatissimum,NA,"Flax (also known as common flax or linseed) is a member of the genus Linum in the family Linaceae. It is a food and fibre crop that is grown in cooler regions of the world. Flax fibres are taken from the stem of the plant and are two to three times as strong as those of cotton. As well, flax fibres are naturally smooth and straight. Europe and North America depended on flax for cloth until the nineteenth century, when cotton overtook flax as the most common plant used for making linen paper. Flax is grown on the Canadian Praires for linseed oil, which is used as a drying oil in paints and varnish and in products such as linoleum and printing inks. It is native to the region extending from the eastern Mediterranean to India and was probably first domesticated in the Fertile Crescent. Flax was extensively cultivated in ancient Ethiopia and ancient Egypt. A discovery reported in 2009 of spun, dyed, and knotted wild flax fibers in a prehistoric cave in the Republic of Georgia shows that the plant was already in use by humans at the surprisingly early date of 30,000 B.C. New Zealand flax is not related to flax but was named after it, as both plants are used to produce fibers.",Spices,Oilseed crops,29226,FOOD00101,NA,4006,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malpighiales,Linaceae,Linum,NA
F00161,Watercress,Nasturtium officinale,Rorippa nasturtium-aquaticum,"Watercress (Nasturtium officinale), is a fast-growing, aquatic or semi-aquatic, perennial plant native to Europe and Asia, and one of the oldest known leaf vegetables consumed by humans. It is a member of the family Brassicaceae, botanically related to garden cress, mustard and radish — all noteworthy for a peppery, tangy flavour. The hollow stems of watercress are floating, and the leaves are pinnately compound. Small, white and green flowers are produced in clusters.",Vegetables,Leaf vegetables,22993,FOOD00158,683,65948,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Nasturtium,"The tender stems and leaves of Watercress are sold in China for vegetable consumption. According to relevant research, the content of vitamin B, vitamin C, and amino acids in Douban is relatively high, and it contains rich nutrients such as protein, carbohydrates, and organic acids, making it a good edible vegetable."
F00162,Grapefruit,Citrus X paradisi,NA,"The grapefruit (Citrus × paradisi) is a subtropical citrus tree known for its sour to semi-sweet fruit, an 18th-century hybrid first bred in Barbados. When found, it was named the ""forbidden fruit""; and it has also been misidentified with the pomelo or shaddock (C. maxima), one of the parents of this hybrid, the other being sweet orange (C. × sinensis). The evergreen grapefruit trees usually grow to around 5?6 meters (16?20 ft) tall, although they can reach 13?15 m (43-49 ft). The leaves are glossy dark green, long (up to 15 centimeters (5.9 in)) and thin. It produces 5 cm (2 in) white four-petaled flowers. The fruit is yellow-orange skinned and generally an oblate spheroid in shape; it ranges in diameter from 10?15 cm (3.9-5.9 in). The flesh is segmented and acidic, varying in color depending on the cultivars, which include white, pink and red pulps of varying sweetness (generally, the redder varieties are sweeter). The 1929 US Ruby Red (of the Redblush variety) has the first grapefruit patent.",Fruits,Citrus,28887,FOOD00256,1856,37656,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00163,Rocket Salad (Ssp.),Eruca vesicaria ssp. Sativa,NA,"Eruca sativa (syn. E. vesicaria subsp. sativa (Miller) Thell., Brassica eruca L.) is an edible annual plant, commonly known as salad rocket, roquette, rucola, rugula, colewort, and, in the United States, arugula. It is sometimes conflated with Diplotaxis tenuifolia, the perennial wall rocket, another plant of the Brassicaceae family, which in the past was used in the same manner. Eruca sativa, which is widely popular as a salad vegetable, is a species of Eruca native to the Mediterranean region, from Morocco and Portugal in the west to Syria, Lebanon and Turkey in the east. The Latin adjective sativa in the plant's binomial is derived from satum, the supine of the verb sero, meaning ""to sow"", indicating that the seeds of the plant were sown in gardens. Eruca sativa differs from E. vesicaria in having early deciduous sepals. Some botanists consider it a subspecies of Eruca vesicaria: E. vesicaria subsp. sativa. Still others do not differentiate between the two.",Vegetables,Leaf vegetables,524057,FOOD00077,NA,180536,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassiceae,Eruca,NA
F00164,Kefir,NA,NA,"Kefir is a fermented milk drink that originated with shepherds of the North Caucasus region, who discovered that fresh milk carried in leather pouches would occasionally ferment into an effervescent beverage. It is prepared by inoculating cow, goat, or sheep's milk with kefir grains. Traditional kefir was made in skin bags that were hung near a doorway; the bag would be knocked by anyone passing through the doorway to help keep the milk and kefir grains well mixed.",Milk and milk products,Fermented milks,NA,FOOD00691,1281,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00165,Brussel Sprouts,Brassica oleracea var. gemmifera,NA,"The Brussels sprout is a cultivar in the Gemmifera group of cabbages, grown for its edible buds. The leafy green vegetables are typically 2.5–4 cm (0.98–1.6 in) in diameter and look like miniature cabbages. The Brussels sprout has long been popular in Brussels, Belgium, and may have originated there.",Vegetables,Cabbages,530959,FOOD00032,1825,178616,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,NA
F00166,Caraway,Carum carvi,NA,"Caraway (Carum carvi), also known as meridian fennel, or Persian cumin, is a biennial plant in the family Apiaceae, native to western Asia, Europe and Northern Africa. The plant is similar in appearance to other members of the carrot family, with finely divided, feathery leaves with thread-like divisions, growing on 20–30 cm stems. The main flower stem is 40–60 cm tall, with small white or pink flowers in umbels. Caraway fruits are crescent-shaped achenes, around 2 mm long, with five pale ridges.",Spices,Spices,29610,FOOD00043,1697,48032,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Carum,"Caraway, a biennial herbaceous plant in the Umbelliferae family, is native to Europe and West Asia. Its fruit is a spice that can be used for cooking or medicine."
F00167,Pummelo,Citrus maxima,NA,"The pomelo (Citrus maxima or Citrus grandis), pummelo, pommelo, or shaddock is a crisp citrus fruit native to South and Southeast Asia. It is usually pale green to yellow when ripe, with sweet white (or, more rarely, pink or red) flesh and very thick albedo (rind pith).",Fruits,Citrus,501574,FOOD00055,NA,37334,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00168,Tartary Buckwheat,Fagopyrum tataricum,NA,"Tartary buckwheat (Fagopyrum tataricum) also known as duckwheat, India buckwheat, India wheat, green buckwheat, or bitter buckwheat, is a domesticated food plant in the genus Fagopyrum (sometimes merged into the genus Polygonum) in the family Polygonaceae. With another species in the same genus, common buckwheat, it is often counted as a cereal, but unlike the true cereals the buckwheats are not members of the grass family. Thus they are not related to true wheat. Tartary buckwheat is bitterer, but contains more rutin than common buckwheat. It also contains quercitrin. Tartar buckwheat was domesticated in east Asia. While it is unfamiliar to the West, it is still eaten in the Himalayan region today.",Cereals and cereal products,Cereals,21283,FOOD00080,NA,62330,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Fagopyrum,"In China, as well as in countries such as Japan, North Korea, and Russia, tartary buckwheat has always been a popular delicacy and is known as the ""king of grains""."
F00169,Strawberry,Fragaria X ananassa,NA,"The garden strawberry (or simply strawberry; Fragaria × ananassa) is a widely grown hybrid species of the genus Fragaria (collectively known as the strawberries). It is cultivated worldwide for its fruit. The fruit (which is not a botanical berry, but an aggregate accessory fruit) is widely appreciated for its characteristic aroma, bright red color, juicy texture, and sweetness. It is consumed in large quantities, either fresh or in such prepared foods as preserves, fruit juice, pies, ice creams, milkshakes, and chocolates. Artificial strawberry aroma is also widely used in many industrial food products. As strawberry flavor and fragrance are popular characteristics for consumers,they are used widely in a variety of manufacturing, including foods, beverages, confections, perfumes and cosmetics. ",Fruits,Berries,24630,FOOD00083,1,3747,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Fragaria,NA
F00170,Lettuce,Lactuca sativa,NA,"Today, the majority of lettuce is grown for its leaves, although one type is grown for its stem and one for its seeds, which are made into an oil. Most lettuce is used in salads, either alone or with other greens, vegetables, meats and cheeses. Romaine lettuce is often used for Caesar salads, with a dressing that includes anchovies and eggs. Lettuce leaves can also be found in soups, sandwiches and wraps, while the stems are eaten both raw and cooked.",Vegetables,Leaf vegetables,36607,FOOD00095,591,4236,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Asterales,Asteraceae,Lactuca,NA
F00171,Apricot,Prunus armeniaca,NA,"An apricot is a fruit or the tree that bears the fruit. Usually, an apricot tree is from the tree species Prunus armeniaca, but the species Prunus brigantina, Prunus mandshurica, Prunus mume, and Prunus sibirica are closely related, have similar fruit, and are also called apricots.",Fruits,Drupes,24769,FOOD00144,1851,36596,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
F00172,Almond,Prunus dulcis,NA,"The almond (Prunus dulcis, syn. Prunus amygdalus, Amygdalus communis, Amygdalus dulcis) is a species of tree native to the Middle East and South Asia. ""Almond"" is also the name of the edible and widely cultivated seed of this tree.",Nuts,Nuts,24775,FOOD00148,35,3755,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,"Almonds are widely used in fields such as food, cosmetics, and medicine."
F00173,Guava,Psidium guajava,NA,"Guavas (singular guava) are plants in the Myrtle family (Myrtaceae) genus Psidium, which contains about 100 species of tropical shrubs and small trees. Guava juice is popular in many countries. The fruit is also often prepared in fruit salads.",Fruits,Tropical fruits,27240,FOOD00150,633,120290,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Myrtales,Myrtaceae,Psidium,NA
F00174,Radish,Raphanus sativus,NA,"The radish (Raphanus sativus) is an edible root vegetable of the Brassicaceae family that was domesticated in Europe in pre-Roman times. They are grown and consumed throughout the world. Radishes have numerous varieties, varying in size, color and duration of required cultivation time. There are some radishes that are grown for their seeds; oilseed radishes are grown, as the name implies, for oil production. Radish can sprout from seed to small plant in as little as 3 days.",Vegetables,Root vegetables,23290,FOOD00153,39,3726,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,NA
F00175,Rowanberry,Sorbus aucuparia,NA,"Sorbus aucuparia, commonly called rowan and mountain-ash, is a species of deciduous tree or shrub in the rose family. It is a highly variable species, and botanists have used different definitions of the species to include or exclude trees native to certain areas; a recent definition includes trees native to most of Europe and parts of Asia, as well as northern Africa. The range extends from Madeira and Iceland to Russia and northern China. Unlike many plants with similar distributions, it is not native to Japan. Fruit and foliage of S. aucuparia have been used by humans in the creation of dishes and beverages, as a folk medicine, and as fodder for livestock.",Fruits,Berries,25320,FOOD00176,NA,36599,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Sorbus,"Rowanberry fruits are rich in minerals, crude fiber, vitamin C, and can be used as raw materials for foods and beverages such as fruit juice, jam, canned goods, and preserved fruits."
F00176,Hazelnut,Corylus,NA,"A hazelnut is the nut of the hazel and is also known as cobnut or filbert nut according to species. The kernel of the seed is edible and used raw or roasted, or ground into a paste. Hazelnuts are also used for livestock feed, as are chestnuts and acorns. The seed has a thin, dark brown skin, which is sometimes removed before cooking. Hazelnuts are rich in protein and unsaturated fat. Moreover, they contain significant amounts of thiamine and vitamin B6, as well as smaller amounts of other B vitamins.",Nuts,Nuts,19505,FOOD00376,302,13450,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fagales,Betulaceae,No Rank at Level Genus,NA
F00177,Potassium,NA,NA,"Potassium is an important electrolyte and the third most abundant mineral in the human body, playing many important functions, such as balancing fluid and mineral levels in the body. Foods rich in potassium include avocados, bananas, avocados, spinach, etc",Others,Element,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00178,Tyramine,NA,NA,"Some foods are naturally higher in tyramine. Tyramine levels also increase when food is aged or fermented. Your amount will depend on your symptoms, medical history, and medications. Some foods high in tyramine include:Aged cheeses, Alcohol (wine and beer), Cured meat and processed meat (salami, sausage, bacon, cold cuts), Concentrated yeast (marmite, vegemite), Coffee, Chocolate, Soy sauce, teriyaki sauce, miso, Fermented foods (kimchi, sauerkraut, kefir, tofu), Aged bananas, avocado, grapes, citrus fruits.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00179,Fish Oil,NA,NA,"Fish oil is oil derived from the tissues of oily fish. Fish oils contain the omega-3 fatty acids eicosapentaenoic acid (EPA) and docosahexaenoic acid (DHA), precursors of certain eicosanoids that are known to reduce inflammation in the body and improve hypertriglyceridemia. Fish oil has been shown the benefit for cardiovascular disease. The most promising evidence supports supplementation for prevention of cardiac death.",Aquatic foods,Fishes,NA,FOOD00990,85,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00180,Lemon Balm,Melissa officinalis,NA,"Lemon balm (Melissa officinalis), not to be confused with bee balm (which is genus Monarda), is a perennial herb in the mint family Lamiaceae, native to southern Europe and the Mediterranean region. It grows to 70–150 cm tall. The leaves have a gentle lemon scent, related to mint. During summer, small white flowers full of nectar appear. These attract bees, hence the genus name Melissa (Greek for 'honey bee'). Its flavour comes from citronellal (24%), geranial (16%), linalyl acetate (12%) and caryophyllene (12%).",Beverages,Flower tea,32565,FOOD00108,NA,39338,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Lamiales,Lamiaceae,Melissa,"Lemon Balm can be used as a raw material for incense, tea making, pickling, and stewing."
F00181,Arabica Coffee,Coffea arabica,NA,"Coffea arabica is a species of Coffea originally indigenous to the mountains of the southwestern highlands of Ethiopia. It is also known as the ""coffee shrub of Arabia"", ""mountain coffee"" or ""arabica coffee"". Coffea arabica is believed to be the first species of coffee to be cultivated, being grown in southwest Ethiopia for well over 1,000 years. It is said to produce better tasting coffee than the other major commercially grown coffee species, Coffea canephora (robusta), because robusta cherries contain twice as much caffeine as arabica. Caffeine itself has a bitter taste, making robusta more bitter. C. arabica contains less caffeine than any other commercially cultivated species of coffee.",Coffee and coffee products,Coffee,35190,FOOD00059,NA,13443,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Gentianales,Rubiaceae,Coffea,NA
F00182,Cocoa Bean,Theobroma cacao,NA,"Cocoa bean (also cacao bean, often simply cocoa and cacao; Mayan: kakaw; Nahuatl: cacaua) is the dried and fully fermented fatty seed of Theobroma cacao, from which cocoa solids and cocoa butter are extracted. They are the basis of chocolate, as well as many Mesoamerican foods such as mole sauce and tejate.",Coffee and coffee products,Coffee,505487,FOOD00182,NA,3641,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Malvales,Malvaceae,Theobroma,NA
F00183,Bog Bilberry,Vaccinium uliginosum,NA,"Vaccinium uliginosum (Bog Bilberry or Northern Bilberry) is a flowering plant in the genus Vaccinium. The fruit is a dark blue-black berry 5–8 millimetres (0.20–0.31 in) diameter, with a white flesh, edible and sweet when ripe in late summer.",Fruits,Berries,23574,FOOD00212,NA,190548,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA
F00184,Lowbush Blueberry,Vaccinium angustifolium,NA,"Vaccinium angustifolium, commonly known as the Lowbush Blueberry, is a species of blueberry native to eastern and central Canada and the northeastern United States, growing as far south as West Virginia and west to the Great Lakes region, Minnesota and Manitoba. Vaccinium angustifolium is a low spreading deciduous shrub growing to 60 cm tall, though usually 35 cm tall or less. The leaves are glossy blue-green in summer, turning purple in the fall. The leaf shape is broad to elliptical. Buds are brownish red in stem axils. The flowers are white, bell-shaped, 5 mm long. The fruit is a small sweet dark blue to black berry.",Fruits,Berries,23579,FOOD00189,NA,472369,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Ericaceae,Vaccinium,NA
F00185,Blackcurrant,Ribes nigrum,NA,"Blackcurrant, with the scientific name Ribes nigrum, is a species of Ribes native to central and northern Europe, and northern Asia. It is widely cultivated commercially and domestically as a temperate fruit crop for its abundant berries. It is less well known in the United States where it has been subject to restrictions as a disease vector for most of the 20th century.",Fruits,Berries,24488,FOOD00155,NA,78511,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Saxifragales,Grossulariaceae,Ribes,NA
F00186,Sweet Cherry,Prunus avium,NA,"Prunus avium, commonly called wild cherry, sweet cherry, bird cherry, or gean, is a species of cherry native to Europe, western Turkey, northwestern Africa, and western Asia, from the British Isles south to Morocco and Tunisia, north to the Trondheimsfjord region in Norway and east to the Caucasus and northern Iran, with a small disjunct population in the western Himalaya. This species, in the rose family (Rosaceae), has a diploid set of sixteen chromosomes (2n=16). All parts of the plant except for the ripe fruit are slightly toxic, containing cyanogenic glycosides.",Fruits,Drupes,24770,FOOD00145,NA,42229,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,NA
F00187,Citrus Jabara,Citrus jabara,NA,"The consumption of fruit and fruit extracts with diet is one of the traditional and existing habits which helps supplement the critical nutrition to the body. Among them, citrus fruits are important food and energy sources and play an important role in a balanced diet. Citrus jabara belongs to this family and is a prominent characteristic feature of small trees or shrubs with fleshy fruits. C. jabara mainly contains up to 50% of its total soluble sugars like glucose and fructose, along with sugars pectin, oil, and citric acids present.",Fruits,Citrus,NA,NA,NA,1263158,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Rutaceae,Citrus,NA
F00188,Olive Oil,NA,NA,"Olive oil is a liquid obtained from olives (the fruit of Olea europaea; family Oleaceae), a traditional tree crop of the Mediterranean Basin. The oil is produced by pressing whole olives. It is commonly used in cooking, whether for frying or as a salad dressing.It consists mainly of oleic acid (up to 83%), with smaller amounts of other fatty acids including linoleic acid (up to 21%) and palmitic acid (up to 20%).",Spices,Oilseed crops,NA,FOOD00909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00189,French Plantain,Musa X paradisiaca,NA,"Musa × paradisiaca is the accepted name for the hybrid between Musa acuminata and Musa balbisiana. Most cultivated bananas and plantains are triploid cultivars either of this hybrid or of M.  acuminata. Linnaeus originally used the name M.  paradisiaca only for plantains or cooking bananas, but the modern usage includes hybrid cultivars used both for cooking and as dessert bananas.",Fruits,Tropical fruits,42391,FOOD00436,NA,89151,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Zingiberales,Musaceae,Musa,NA
F00190,Chinese Cinnamon,Cinnamomum aromaticum,Cassia cinnamon,"Cinnamomum cassia, called Chinese cassia or Chinese cinnamon, is an evergreen tree originating in southern China, and widely cultivated there and elsewhere in southern and eastern Asia (India, Indonesia, Laos, Malaysia, Taiwan, Thailand, and Vietnam). It is one of several species of Cinnamomum that are used primarily for their aromatic bark, which is used as a spice. In the United States of America, Chinese cassia is often sold under the culinary name of ""cinnamon"". The buds are also used as a spice, especially in India, and were once used by the ancient Romans.",Spices,Spices,506205,FOOD00050,NA,119260,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Laurales,Lauraceae,Cinnamomum,"Cinnamon has a high economic value. Cinnamon powder is usually used to bake bread, Dim sum, and pickle meat in western countries. Cinnamon oil can be extracted from various parts of cinnamon, which can be used as cosmetics raw materials, as well as chocolate and cigarette ingredients."
F00191,Sucralose,NA,NA,"Widely-used sweetening agent. All salts intensely sweet. Permitted in foods at levels of 80-1200 ppm in EU Although saccharin was commercialized not long after its discovery, it was not until sugar shortages during World War I that its use became widespread. In countries where saccharin is allowed as a food additive, it is used to sweeten products such as drinks, candies, medicines, and toothpaste.",Others,Chemical Compound,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
F00192,Common Bean,Phaseolus vulgaris,Pinto; Navy; Red kidney; Black beans,"Phaseolus vulgaris, the common bean, string bean, field bean, flageolet bean, French bean, garden bean, haricot bean, pop bean, or snap bean, is a herbaceous annual plant grown worldwide for its edible fruit, either the dry seed or the unripe fruit, both of which are referred to as beans. The leaf is also occasionally used as a vegetable, and the straw can be used for fodder. Along with other species of the bean genus (Phaseolus), it is classified botanically into the legume family (Fabaceae), most of whose members acquire nitrogen through an association with rhizobia, a species of nitrogen-fixing bacteria.",Pulses,Beans,2685,FOOD00134,NA,3885,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,NA
F00193,Pistachio,Pistacia vera,NA,"The pistachio, Pistacia vera in the Anacardiaceae family, is a small tree originally from Greater Iran which now can also be found in regions of Syria, Lebanon, Turkey, Greece, Tunisia, Kyrgyzstan, Tajikistan, Turkmenistan, India, Pakistan, Egypt, Italy, Uzbekistan, Afghanistan (especially in the provinces of Samangan and Badghis), and the United States, specifically in California. The tree produces an important culinary nut. Pistacia vera often is confused with other species in the genus Pistacia that are also known as pistachio. These species can be distinguished from P. vera by their geographic distributions (in the wild) and their nuts which are much smaller, have a strong flavor of turpentine, and have a shell that is not hard.",Nuts,Nuts,506470,FOOD00140,328,55513,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Sapindales,Anacardiaceae,Pistacia,NA
F00194,Red Beetroot,Beta vulgaris var. rubra,NA,"The beetroot is the taproot portion of the beet plant, also known in North America as the table beet, garden beet, red or golden beet, or informally simply as the beet. It is several of the cultivated varieties of beet (Beta vulgaris) grown for their edible taproots and their greens. These varieties have been classified as B. vulgaris subsp. vulgaris Conditiva Group. Other than as a food, its uses include food coloring and as a medicinal plant. Many beet products are made from other Beta vulgaris varieties, particularly sugar beet.",Vegetables,Root vegetables,NA,FOOD00264,NA,161934,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Chenopodiaceae,Beta,NA
F00195,Wild Carrot,Daucus carota,NA,"Daucus carota, whose common names include wild carrot, bird's nest, bishop's lace, and Queen Anne's lace (North America), is a flowering plant in the family Apiaceae, native to temperate regions of Europe, southwest Asia and naturalized to North America and Australia. Domesticated carrots are cultivars of a subspecies, Daucus carota subsp. sativus.",Vegetables,Root vegetables,NA,FOOD00072,NA,29477,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Apiales,Apiaceae,Daucus,NA
F00196,Soursop,Annona muricata,Graviola,"Soursop is the fruit of Annona muricata, a broadleaf, flowering, evergreen tree native to Mexico, Cuba, Central America, the Caribbean and northern South America: Colombia, Brazil, Peru, Ecuador and Venezuela. Soursop is also produced in Somalia. Today, it is also grown in some areas of Southeast Asia, as well as in some Pacific islands. It was most likely brought from Mexico to the Philippines by way of the Manila-Acapulco Galleon trade. It is in the same genus as the chirimoya and the same family as the pawpaw. Soursop, raw, edible parts Nutritional value per 100 g Energy 276 kJ Carbohydrates 16.84 g - Sugars 13.54 g - Dietary fiber 3.3 g Fat 0.30 g Protein 1.00 g Vitamin A equiv. 0 μg (0%) Thiamine (vit. B1) 0.070 mg (6%) Riboflavin (vit. B2) 0.050 mg (4%) Niacin (vit. B3) 0.900 mg (6%) Vitamin B6 0.059 mg (5%) Folate (vit. B9) 14 μg (4%) Vitamin C 20.6 mg (25%) Calcium 14 mg (1%) Iron 0.6 mg (5%) Magnesium 21 mg (6%) Phosphorus 27 mg (4%) Potassium 278 mg (6%) Zinc 0.1 mg (1%) Percentages are relative toUS recommendations for adults. The soursop is adapted to areas of high humidity and relatively warm winters; temperatures below 5 °C will cause damage to leaves and small branches, and temperatures below 3 °C can be fatal. The fruit becomes dry and is no longer good for concentrate. Other common names include: Evo, Aluguntugui guanábana, graviola, anona, corossol, sorsaka, adunu, Brazilian pawpaw, guyabano, guanavana, toge-banreisi, durian benggala, nangka blanda, sirsak, zuurzak and nangka londa. In Malayalam, it is called mullaatha, literally thorny custard apple. The other lesser-known Indian names are shul-ram-fal and Lakshmana Phala. and in Harar (Ethiopia) in Harari language known for centuries as Amba Shoukh (Thorny Mango or Thorny Fruit). The flavour has been described as a combination of strawberry and pineapple, with sour citrus flavour notes contrasting with an underlying creamy flavour reminiscent of coconut or banana.",Fruits,Tropical fruits,18098,FOOD00478,NA,13337,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Soursop is a famous tropical fruit that is edible
F00197,Pitaya,Hylocereus undatus,NA,"Pitaya or pitahaya is the fruit of several different cactus species indigenous to the Americas.The fruit's texture is sometimes likened to that of the kiwifruit because of its black, crunchy seeds. The seed oil contains the fatty acids, linoleic acid and linolenic acid.",Fruits,Tropical fruits,NA,FOOD00981,NA,176265,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Caryophyllales,Cactaceae,Selenicereus,NA
F00198,Jicama,Pachyrhizus erosus,NA,"Pachyrhizus erosus, commonly known as jicama, Mexican yam, or Mexican turnip, is the name of a native Mexican vine, although the name most commonly refers to the plant's edible tuberous root. Jícama is a species in the genus Pachyrhizus in the bean family (Fabaceae). Plants in this genus are commonly referred to as yam bean, although the term ""yam bean"" can be another name for jícama. The other major species of yam beans are also indigenous within the Americas. Flowers, either blue or white, and pods similar to lima beans, are produced on fully developed plants. Several species of jicama occur, but the one found in [many] markets is Pachyrrizus erosus. The two cultivated forms of P. erosus are jicama de agua and jicama de leche. The latter has an elongated root and milky juice. The agua form has a top-shaped to oblate root, a translucent juice, and is the preferred form for market.",Vegetables,Root vegetables,26824,FOOD00509,NA,109171,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Fabales,Fabaceae,Pachyrhizus,NA
F00199,Yam,Dioscorea,NA,"Yam is the common name for some plant species in the genus Dioscorea (family Dioscoreaceae) that form edible tubers. These are perennial herbaceous vines cultivated for the consumption of their starchy tubers in Africa, Asia, Latin America, the Caribbean and Oceania. There are many cultivars of yam. Although some varieties of sweet potato (Ipomoea batatas) are also called yam in parts of the United States and Canada, it is not part of the family Dioscoreaceae; rather it is in the morning glory family Convolvulaceae. The true yam is a versatile vegetable. It can be barbecued, roasted, fried, grilled, boiled, baked, smoked and when grated it is processed into a dessert recipe.",Vegetables,Tubers,43366,FOOD00508,845,4672,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Dioscoreales,Dioscoreaceae,No Rank at Level Genus,NA
F00200,Sugar Apple,Annona squamosa,NA,"Sugar-apple is the fruit of Annona squamosa, the most widely grown species of Annona and a native of the tropical Americas and West Indies. The fruit is round to conical, 5-10 cm (2.0-3.9 in) in diameter and 6-10 cm (2.4-3.9 in) long, and weighing 100-240 g (3.5-8.5 oz), with a thick rind composed of knobby segments. The color is typically pale green to blue-green, with a deep pink blush in certain varieties, and typically has a bloom. It is unique among Annona fruits in being segmented, and the segments tend to separate when ripe, exposing the interior. The flesh is fragrant and sweet, creamy white to light yellow, and resembles and tastes like custard. It is found adhering to 13-16 mm (0.51-0.63 in) long seeds to form individual segments arranged in a single layer around the conical core. It is soft, slightly grainy, and slippery. The hard, shiny seeds may number 20-38 or more per fruit, and have a brown to black coat, although varieties exist that are almost seedless.",Fruits,Tropical fruits,18100,FOOD00485,NA,301693,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Magnoliales,Annonaceae,Annona,Annona squamosa is a famous tropical fruit that is edible
F00201,Green tea,Folium camelliae sinensis,NA,"Green tea is a type of tea that is made from Camellia sinensis leaves and buds that have not undergone the same withering and oxidation process used to make oolong teas and black teas.Green tea originated in China, but its production and manufacture has spread to many other countries in Asia. Several varieties of green tea exist, which differ substantially based on the variety of C. sinensis used, growing conditions, horticultural methods, production processing, and time of harvest.",Teas,Teas,NA,FOOD00908,NA,4442,Eukaryota,Viridiplantae,Streptophyta,Magnoliopsida,Ericales,Theaceae,Camellia,NA
